,Speciality,Code,Title,Anes,Asst,Fee
844,consultations-and-visits/geriatrics-07,A075,Consultation,,,$202.55
845,consultations-and-visits/geriatrics-07,A070,"Consultation in association with special visit to a hospital in-patient, long-term care in-patient or emergency department patient",,,$232.10
846,consultations-and-visits/geriatrics-07,A770,Extended comprehensive geriatric consultation,,,$401.30
847,consultations-and-visits/geriatrics-07,K077,Geriatric telephone support - per unit,,,$40.05
848,consultations-and-visits/geriatrics-07,A375,Limited consultation,,,$105.25
849,consultations-and-visits/geriatrics-07,A073,Medical specific assessment,,,$90.45
850,consultations-and-visits/geriatrics-07,A074,Medical specific re-assessment,,,$72.90
851,consultations-and-visits/geriatrics-07,A078,Partial assessment,,,$45.30
852,consultations-and-visits/geriatrics-07,A076,Repeat consultation,,,$105.25
853,consultations-and-visits/geriatrics-07,C071,Complex medical specific re-assessment,,,$91.90
854,consultations-and-visits/geriatrics-07,C775,Comprehensive geriatric consultation - subject to the same conditions as A775,,,$310.45
855,consultations-and-visits/geriatrics-07,C078,Concurrent care - per visit,,,$34.10
856,consultations-and-visits/geriatrics-07,C075,Consultation,,,$232.10
857,consultations-and-visits/geriatrics-07,C770,Extended comprehensive geriatric consultation - subject to the same conditions as A770,,,$401.30
858,consultations-and-visits/geriatrics-07,C375,Limited consultation,,,$105.25
859,consultations-and-visits/geriatrics-07,C073,Medical specific assessment,,,$90.45
860,consultations-and-visits/geriatrics-07,C074,Medical specific re-assessment,,,$72.90
861,consultations-and-visits/geriatrics-07,C076,Repeat consultation,,,$105.25
862,consultations-and-visits/geriatrics-07,C079,Subsequent visits - after thirteenth week (maximum 6 per patient per month) - per visit,,,$34.10
863,consultations-and-visits/geriatrics-07,C072,Subsequent visits - first five weeks - per visit,,,$34.10
864,consultations-and-visits/geriatrics-07,C077,Subsequent visits - sixth to thirteenth week inclusive (maximum 3 per patient per week) - per visit,,,$34.10
865,consultations-and-visits/geriatrics-07,W272,Admission assessment - Type 1,,,$69.35
866,consultations-and-visits/geriatrics-07,W274,Admission assessment - Type 2,,,$20.60
867,consultations-and-visits/geriatrics-07,W277,Admission assessment - Type 3,,,$30.70
868,consultations-and-visits/geriatrics-07,W775,Comprehensive geriatric consultation - subject to the same conditions as A775,,,$310.45
869,consultations-and-visits/geriatrics-07,W075,Consultation,,,$232.10
870,consultations-and-visits/geriatrics-07,W770,Extended comprehensive geriatric consultation - subject to the same conditions as A770,,,$401.30
871,consultations-and-visits/geriatrics-07,W074,General re-assessment of patient in nursing home (as per the Nursing Homes Act)*,,,$20.60
872,consultations-and-visits/geriatrics-07,W375,Limited consultation,,,$105.25
873,consultations-and-visits/geriatrics-07,W279,Periodic health visit,,,$65.05
874,consultations-and-visits/geriatrics-07,W076,Repeat consultation,,,$105.25
875,consultations-and-visits/geriatrics-07,W071,Subsequent visits - Chronic care or convalescent hospital - additional subsequent visits (maximum 6 per patient per month) - per visit,,,$34.10
876,consultations-and-visits/geriatrics-07,W072,Subsequent visits - Chronic care or convalescent hospital - first 4 subsequent visits per patient per month - per visit,,,$34.10
877,consultations-and-visits/geriatrics-07,W073,Subsequent visits - Nursing home or home for the aged - first 2 subsequent visits per patient per month - per visit,,,$34.10
878,consultations-and-visits/geriatrics-07,W078,Subsequent visits - Nursing home or home for the aged - subsequent visits per month (maximum 3 per patient per month) - per visit,,,$34.10
879,consultations-and-visits/hematology-61,G571,Professional component,,,
880,consultations-and-visits/hematology-61,G570,Technical component,,,$118.95
881,consultations-and-visits/hematology-61,G593,COVID-19 vaccine,,,$13.00
882,consultations-and-visits/hematology-61,A611,Complex medical specific re-assessment,,,$76.20
883,consultations-and-visits/hematology-61,A615,Consultation,,,$172.00
884,consultations-and-visits/hematology-61,A655,Limited consultation,,,$105.25
885,consultations-and-visits/hematology-61,A613,Medical specific assessment,,,$85.80
886,consultations-and-visits/hematology-61,A614,Medical specific re-assessment,,,$65.85
887,consultations-and-visits/hematology-61,A618,Partial assessment,,,$38.05
888,consultations-and-visits/hematology-61,A616,Repeat consultation,,,$105.25
889,consultations-and-visits/hematology-61,C611,Complex medical specific re-assessment,,,$76.20
890,consultations-and-visits/hematology-61,C618,Concurrent care - per visit,,,$34.10
891,consultations-and-visits/hematology-61,C615,Consultation,,,$172.00
892,consultations-and-visits/hematology-61,C655,Limited consultation,,,$105.25
893,consultations-and-visits/hematology-61,C613,Medical specific assessment,,,$85.80
894,consultations-and-visits/hematology-61,C614,Medical specific re-assessment,,,$65.85
895,consultations-and-visits/hematology-61,C616,Repeat consultation,,,$105.25
896,consultations-and-visits/hematology-61,C619,Subsequent visits - after thirteenth week (maximum 6 per patient per month) - per visit,,,$34.10
897,consultations-and-visits/hematology-61,C612,Subsequent visits - first five weeks - per visit,,,$34.10
898,consultations-and-visits/hematology-61,C617,Subsequent visits - sixth to thirteenth week inclusive (maximum 3 per patient per week) - per visit,,,$34.10
899,consultations-and-visits/infection-disease-46,G571,Professional component,,,
900,consultations-and-visits/infection-disease-46,G570,Technical component,,,$118.95
901,consultations-and-visits/infection-disease-46,G593,COVID-19 vaccine,,,$13.00
902,consultations-and-visits/infection-disease-46,W460,Comprehensive infectious disease consultation,,,$310.45
903,consultations-and-visits/infectious-disease-46,G571,Professional component,,,
904,consultations-and-visits/infectious-disease-46,G570,Technical component,,,$118.95
905,consultations-and-visits/infectious-disease-46,G593,COVID-19 vaccine,,,$13.00
906,consultations-and-visits/infectious-disease-46,A461,Complex medical specific re-assessment,,,$83.85
907,consultations-and-visits/infectious-disease-46,A460,Comprehensive infectious disease consultation,,,$310.45
908,consultations-and-visits/infectious-disease-46,A465,Consultation,,,$181.65
909,consultations-and-visits/infectious-disease-46,A275,Limited consultation,,,$105.25
910,consultations-and-visits/infectious-disease-46,A463,Medical specific assessment,,,$94.40
911,consultations-and-visits/infectious-disease-46,A464,Medical specific re-assessment,,,$72.45
912,consultations-and-visits/infectious-disease-46,A468,Partial assessment,,,$45.00
913,consultations-and-visits/infectious-disease-46,A466,Repeat consultation,,,$109.40
914,consultations-and-visits/infectious-disease-46,C461,Complex medical specific re-assessment,,,$83.85
915,consultations-and-visits/infectious-disease-46,C460,Comprehensive infectious disease consultation - subject to the same conditions as A460,,,$310.45
916,consultations-and-visits/infectious-disease-46,C468,Concurrent care - per visit,,,$34.10
917,consultations-and-visits/infectious-disease-46,C465,Consultation,,,$181.65
918,consultations-and-visits/infectious-disease-46,C275,Limited consultation,,,$105.25
919,consultations-and-visits/infectious-disease-46,C463,Medical specific assessment,,,$94.40
920,consultations-and-visits/infectious-disease-46,C464,Medical specific re-assessment,,,$72.45
921,consultations-and-visits/infectious-disease-46,C466,Repeat consultation,,,$109.40
922,consultations-and-visits/infectious-disease-46,C469,Subsequent visits - after thirteenth week (maximum 6 per patient per month) - per visit,,,$34.10
923,consultations-and-visits/infectious-disease-46,C462,Subsequent visits - first five weeks - per visit,,,$34.10
924,consultations-and-visits/infectious-disease-46,C467,Subsequent visits - sixth to thirteenth week inclusive (maximum 3 per patient per week) - per visit,,,$34.10
925,consultations-and-visits/infectious-disease-46,W292,Admission assessment - Type 1,,,$69.35
926,consultations-and-visits/infectious-disease-46,W294,Admission assessment - Type 2,,,$20.60
927,consultations-and-visits/infectious-disease-46,W297,Admission assessment - Type 3,,,$30.70
928,consultations-and-visits/infectious-disease-46,W464,General re-assessment of patient in nursing home (as per the Nursing Homes Act)*,,,$20.60
929,consultations-and-visits/infectious-disease-46,W275,Limited consultation,,,$105.25
930,consultations-and-visits/infectious-disease-46,W299,Periodic health visit,,,$65.05
931,consultations-and-visits/infectious-disease-46,W466,Repeat consultation,,,$109.40
932,consultations-and-visits/infectious-disease-46,W461,Subsequent visits - Chronic care or convalescent hospital - additional subsequent visits (maximum of 6 per patient per month) - per visit,,,$34.10
933,consultations-and-visits/infectious-disease-46,W462,Subsequent visits - Chronic care or convalescent hospital - first 4 subsequent visits per patient per month - per visit,,,$34.10
934,consultations-and-visits/infectious-disease-46,W463,Subsequent visits - Nursing home or home for the aged - first 2 subsequent visits per patient per month - per visit,,,$34.10
935,consultations-and-visits/infectious-disease-46,W468,Subsequent visits - Nursing home or home for the aged - subsequent visits per month (maximum of 3 per patient per month) - per visit,,,$34.10
936,consultations-and-visits/internal-and-occupational-medicine-13,G571,Professional component,,,
937,consultations-and-visits/internal-and-occupational-medicine-13,G570,Technical component,,,$118.95
938,consultations-and-visits/internal-and-occupational-medicine-13,G593,COVID-19 vaccine,,,$13.00
939,consultations-and-visits/internal-and-occupational-medicine-13,A131,Complex medical specific re-assessment,,,$70.90
940,consultations-and-visits/internal-and-occupational-medicine-13,A130,Comprehensive internal medicine consultation,,,$310.45
941,consultations-and-visits/internal-and-occupational-medicine-13,A135,Consultation,,,$164.90
942,consultations-and-visits/internal-and-occupational-medicine-13,A435,Limited consultation,,,$105.25
943,consultations-and-visits/internal-and-occupational-medicine-13,A133,Medical specific assessment,,,$81.55
944,consultations-and-visits/internal-and-occupational-medicine-13,A134,Medical specific re-assessment,,,$61.25
945,consultations-and-visits/internal-and-occupational-medicine-13,A138,Partial assessment,,,$38.05
946,consultations-and-visits/internal-and-occupational-medicine-13,A136,Repeat consultation,,,$105.25
947,consultations-and-visits/internal-and-occupational-medicine-13,C131,Complex medical specific reassessment,,,$70.90
948,consultations-and-visits/internal-and-occupational-medicine-13,C130,Comprehensive internal medicine consultation,,,$310.45
949,consultations-and-visits/internal-and-occupational-medicine-13,C138,Concurrent care - per visit,,,$34.10
950,consultations-and-visits/internal-and-occupational-medicine-13,C135,Consultation,,,$164.90
951,consultations-and-visits/internal-and-occupational-medicine-13,C435,Limited consultation,,,$105.25
952,consultations-and-visits/internal-and-occupational-medicine-13,C133,Medical specific assessment,,,$81.55
953,consultations-and-visits/internal-and-occupational-medicine-13,C134,Medical specific reassessment,,,$61.25
954,consultations-and-visits/internal-and-occupational-medicine-13,C136,Repeat consultation,,,$105.25
955,consultations-and-visits/internal-and-occupational-medicine-13,C139,Subsequent visits - after thirteenth week,,,$34.10
956,consultations-and-visits/internal-and-occupational-medicine-13,C132,Subsequent visits - first five weeks - per visit,,,$34.10
957,consultations-and-visits/internal-and-occupational-medicine-13,C137,Subsequent visits - sixth to thirteenth week inclusive,,,$34.10
958,consultations-and-visits/internal-and-occupational-medicine-13,W232,Admission assessment - Type 1,,,$69.35
959,consultations-and-visits/internal-and-occupational-medicine-13,W234,Admission assessment - Type 2,,,$20.60
960,consultations-and-visits/internal-and-occupational-medicine-13,W237,Admission assessment - Type 3,,,$30.70
961,consultations-and-visits/internal-and-occupational-medicine-13,W130,Comprehensive internal medicine consultation,,,$310.45
962,consultations-and-visits/internal-and-occupational-medicine-13,W235,Consultation,,,$164.90
963,consultations-and-visits/internal-and-occupational-medicine-13,W134,General reassessment of patient in nursing home,,,$20.60
964,consultations-and-visits/internal-and-occupational-medicine-13,W435,Limited consultation,,,$105.25
965,consultations-and-visits/internal-and-occupational-medicine-13,W239,Periodic health visit,,,$65.05
966,consultations-and-visits/internal-and-occupational-medicine-13,W236,Repeat consultation,,,$105.25
967,consultations-and-visits/internal-and-occupational-medicine-13,W132,Subsequent visits - Chronic care or convalescent hospital - first 4 subsequent visits per patient per month,,,$34.10
968,consultations-and-visits/internal-and-occupational-medicine-13,W138,Subsequent visits - Nursing home or home for the aged - additional subsequent visits,,,$34.10
969,consultations-and-visits/internal-and-occupational-medicine-13,W133,Subsequent visits - Nursing home or home for the aged - first 2 subsequent visits per patient per month,,,$34.10
970,consultations-and-visits/internal-and-ocucpational-medicine-13,G571,Professional component,,,
971,consultations-and-visits/internal-and-ocucpational-medicine-13,G570,Technical component,,,$118.95
972,consultations-and-visits/internal-and-ocucpational-medicine-13,G593,COVID-19 vaccine,,,$13.00
973,consultations-and-visits/internal-and-ocucpational-medicine-13,W131,Chronic care or convalescent hospital - additional subsequent visits (maximum of 6 per patient per month) - per visit,,,$34.10
974,consultations-and-visits/laboratory-medicine-28,G571,Professional component,,,
975,consultations-and-visits/laboratory-medicine-28,G570,Technical component,,,$118.95
976,consultations-and-visits/laboratory-medicine-28,G593,COVID-19 vaccine,,,$13.00
977,consultations-and-visits/laboratory-medicine-28,C288,Concurrent care - per visit,,,$30.10
978,consultations-and-visits/laboratory-medicine-28,A285,Consultation,,,$163.00
979,consultations-and-visits/laboratory-medicine-28,C285,Consultation,,,$163.00
980,consultations-and-visits/laboratory-medicine-28,A585,Diagnostic consultation,,,$73.30
981,consultations-and-visits/laboratory-medicine-28,C585,Diagnostic consultation - subject to the same conditions as A585,,,$73.30
982,consultations-and-visits/laboratory-medicine-28,A286,Limited consultation,,,$108.95
983,consultations-and-visits/laboratory-medicine-28,C286,Limited consultation,,,$108.95
984,consultations-and-visits/laboratory-medicine-28,A283,Medical specific assessment,,,$82.50
985,consultations-and-visits/laboratory-medicine-28,C283,Medical specific assessment,,,$82.50
986,consultations-and-visits/laboratory-medicine-28,A284,Partial assessment,,,$38.85
987,consultations-and-visits/laboratory-medicine-28,A586,Repeat consultation,,,$71.20
988,consultations-and-visits/laboratory-medicine-28,C586,Repeat consultation,,,$71.20
989,consultations-and-visits/medical-oncology-44,G571,Professional component,,,
990,consultations-and-visits/medical-oncology-44,G570,Technical component,,,$118.95
991,consultations-and-visits/medical-oncology-44,G593,COVID-19 vaccine,,,$13.00
992,consultations-and-visits/medical-oncology-44,A441,Complex medical specific re-assessment,,,$70.90
993,consultations-and-visits/medical-oncology-44,A445,Consultation,,,$166.50
994,consultations-and-visits/medical-oncology-44,A845,Limited consultation,,,$105.25
995,consultations-and-visits/medical-oncology-44,A443,Medical specific assessment,,,$79.85
996,consultations-and-visits/medical-oncology-44,A444,Medical specific re-assessment,,,$61.25
997,consultations-and-visits/medical-oncology-44,A448,Partial assessment,,,$38.05
998,consultations-and-visits/medical-oncology-44,A446,Repeat consultation,,,$105.25
999,consultations-and-visits/medical-oncology-44,C446,Repeat Consultation,,,$105.25
1000,consultations-and-visits/medical-oncology-44,C447,Subsequent Visits,,,$34.10
1001,consultations-and-visits/medical-oncology-44,C448,Subsequent visits by the MRP following transfer from an Intensive Care Area - Concurrent care,,,$34.10
1002,consultations-and-visits/medical-oncology-44,C441,Complex medical specific re-assessment,,,$70.90
1003,consultations-and-visits/medical-oncology-44,C445,Consultation,,,$166.50
1004,consultations-and-visits/medical-oncology-44,C845,Limited consultation,,,$105.25
1005,consultations-and-visits/medical-oncology-44,C443,Medical specific assessment,,,$79.85
1006,consultations-and-visits/medical-oncology-44,C444,Medical specific re-assessment,,,$61.25
1007,consultations-and-visits/medical-oncology-44,C449,Subsequent visits - after thirteenth week (maximum 6 per patient per month) - per visit,,,$34.10
1008,consultations-and-visits/medical-oncology-44,C442,Subsequent visits - first five weeks - per visit,,,$34.10
1009,consultations-and-visits/medical-oncology-44,C472,Subsequent visits - first five weeks - per visit,,,$34.10
1010,consultations-and-visits/medical-oncology-44,W842,Admission assessment - Type 1,,,$69.35
1011,consultations-and-visits/medical-oncology-44,W844,Admission assessment - Type 2,,,$20.60
1012,consultations-and-visits/medical-oncology-44,W847,Admission assessment - Type 3,,,$30.70
1013,consultations-and-visits/medical-oncology-44,W445,Consultation,,,$166.50
1014,consultations-and-visits/medical-oncology-44,W465,Consultation,,,$181.65
1015,consultations-and-visits/medical-oncology-44,W444,General re-assessment of patient in nursing home (as per the Nursing Homes Act),,,$20.60
1016,consultations-and-visits/medical-oncology-44,W845,Limited consultation,,,$105.25
1017,consultations-and-visits/medical-oncology-44,W849,Periodic health visit,,,$65.05
1018,consultations-and-visits/medical-oncology-44,W446,Repeat consultation,,,$105.25
1019,consultations-and-visits/medical-oncology-44,W441,Subsequent visits - Chronic care or convalescent hospital - additional subsequent visits (maximum 6 per patient per month) - per visit,,,$34.10
1020,consultations-and-visits/medical-oncology-44,W442,Subsequent visits - Chronic care or convalescent hospital - first 4 subsequent visits per patient per month - per visit,,,$34.10
1021,consultations-and-visits/medical-oncology-44,W443,Subsequent visits - Nursing home or home for the aged - first 2 subsequent visits per patient per month - per visit,,,$34.10
1022,consultations-and-visits/medical-oncology-44,W448,Subsequent visits - Nursing home or home for the aged - subsequent visits per month (maximum of 3 per patient per month) - per visit,,,$34.10
1023,consultations-and-visits/nephrology-16,G571,Professional component,,,
1024,consultations-and-visits/nephrology-16,G570,Technical component,,,$118.95
1025,consultations-and-visits/nephrology-16,G593,COVID-19 vaccine,,,$13.00
1026,consultations-and-visits/nephrology-16,A161,Complex medical specific re-assessment,,,$71.85
1027,consultations-and-visits/nephrology-16,A160,Comprehensive nephrology consultation,,,$310.45
1028,consultations-and-visits/nephrology-16,A165,Consultation,,,$162.90
1029,consultations-and-visits/nephrology-16,A865,Limited consultation,,,$105.25
1030,consultations-and-visits/nephrology-16,A163,Medical specific assessment,,,$80.95
1031,consultations-and-visits/nephrology-16,A164,Medical specific re-assessment,,,$62.10
1032,consultations-and-visits/nephrology-16,A168,Partial assessment,,,$38.55
1033,consultations-and-visits/nephrology-16,A166,Repeat consultation,,,$105.25
1034,consultations-and-visits/nephrology-16,C161,Complex medical specific re-assessment,,,$71.85
1035,consultations-and-visits/nephrology-16,C160,Comprehensive nephrology consultation - subject to the same conditions as A160,,,$310.45
1036,consultations-and-visits/nephrology-16,C168,Concurrent care - per visit,,,$34.10
1037,consultations-and-visits/nephrology-16,C165,Consultation,,,$162.90
1038,consultations-and-visits/nephrology-16,C865,Limited consultation,,,$105.25
1039,consultations-and-visits/nephrology-16,C163,Medical specific assessment,,,$80.95
1040,consultations-and-visits/nephrology-16,C164,Medical specific re-assessment,,,$62.10
1041,consultations-and-visits/nephrology-16,C166,Repeat consultation,,,$105.25
1042,consultations-and-visits/nephrology-16,C169,Subsequent visits - after thirteenth week (maximum 6 per patient per month) - per visit,,,$34.10
1043,consultations-and-visits/nephrology-16,C162,Subsequent visits - first five weeks - per visit,,,$34.10
1044,consultations-and-visits/nephrology-16,C167,Subsequent visits - sixth to thirteenth week inclusive (maximum 3 per patient per week) - per visit,,,$34.10
1045,consultations-and-visits/nephrology-16,W862,Admission assessment - Type 1,,,$69.35
1046,consultations-and-visits/nephrology-16,W864,Admission assessment - Type 2,,,$20.60
1047,consultations-and-visits/nephrology-16,W867,Admission assessment - Type 3,,,$30.70
1048,consultations-and-visits/nephrology-16,W160,Comprehensive nephrology consultation - subject to the same conditions as A160,,,$310.45
1049,consultations-and-visits/nephrology-16,W165,Consultation,,,$162.90
1050,consultations-and-visits/nephrology-16,W164,General re-assessment of patient in nursing home (as per the Nursing Homes Act)*,,,$20.60
1051,consultations-and-visits/nephrology-16,W865,Limited consultation,,,$105.25
1052,consultations-and-visits/nephrology-16,W168,Nursing home or home for the aged - subsequent visits per month (maximum of 3 per patient per month),,,$34.10
1053,consultations-and-visits/nephrology-16,W869,Periodic health visit,,,$65.05
1054,consultations-and-visits/nephrology-16,W166,Repeat consultation,,,$105.25
1055,consultations-and-visits/nephrology-16,W161,Subsequent visits - Chronic care or convalescent hospital - additional subsequent visits (maximum of 6 per patient per month) - per visit,,,$34.10
1056,consultations-and-visits/nephrology-16,W162,Subsequent visits - Chronic care or convalescent hospital - first 4 subsequent visits per patient per month - per visit,,,$34.10
1057,consultations-and-visits/nephrology-16,W163,Subsequent visits - Nursing home or home for the aged - first 2 subsequent visits per patient per month - per visit,,,$34.10
1058,consultations-and-visits/neurology-18,G571,Professional component,,,
1059,consultations-and-visits/neurology-18,G570,Technical component,,,$118.95
1060,consultations-and-visits/neurology-18,G593,COVID-19 vaccine,,,$13.00
1061,consultations-and-visits/neurology-18,A181,Complex medical specific re-assessment,,,$75.20
1062,consultations-and-visits/neurology-18,A113,Complex neuromuscular assessment,,,$93.95
1063,consultations-and-visits/neurology-18,A185,Consultation,,,$184.40
1064,consultations-and-visits/neurology-18,A384,Consultation and Management for Acute Cerebral Vascular Syndrome (ACVS),,,$200.00
1065,consultations-and-visits/neurology-18,K181,"Consultation and Management for Acute Cerebral Vascular Syndrome (ACVS) - After first 30 minutes, must include intravenous thrombolysis therapy and monitoring, per 30 minute unit (or major part thereof)",,,$90.00
1066,consultations-and-visits/neurology-18,A682,Extended special NEUROLOGY consultation,,,$401.30
1067,consultations-and-visits/neurology-18,A385,Limited consultation,,,$87.70
1068,consultations-and-visits/neurology-18,A183,Medical specific assessment,,,$82.40
1069,consultations-and-visits/neurology-18,A184,Medical specific re-assessment,,,$64.95
1070,consultations-and-visits/neurology-18,A188,Partial assessment,,,$39.40
1071,consultations-and-visits/neurology-18,A186,Repeat consultation,,,$87.70
1072,consultations-and-visits/neurology-18,A180,Special neurology consultation,,,$310.45
1073,consultations-and-visits/neurology-18,C181,Complex medical specific re-assessment,,,$75.20
1074,consultations-and-visits/neurology-18,C113,Complex neuromuscular assessment - subject to the same conditions as A113,,,$93.95
1075,consultations-and-visits/neurology-18,C188,Concurrent care - per visit,,,$34.10
1076,consultations-and-visits/neurology-18,C185,Consultation,,,$184.40
1077,consultations-and-visits/neurology-18,C384,Consultation and Management for ACVS,,,$200.00
1078,consultations-and-visits/neurology-18,C682,Extended special neurology consultation - subject to the same conditions as A682,,,$401.30
1079,consultations-and-visits/neurology-18,C385,Limited consultation,,,$87.70
1080,consultations-and-visits/neurology-18,C183,Medical specific assessment,,,$82.40
1081,consultations-and-visits/neurology-18,C184,Medical specific re-assessment,,,$64.95
1082,consultations-and-visits/neurology-18,C186,Repeat consultation,,,$87.70
1083,consultations-and-visits/neurology-18,C180,Special neurology consultation - subject to the same conditions as A180,,,$310.45
1084,consultations-and-visits/neurology-18,C189,Subsequent visits - after thirteenth week (maximum 6 per patient per month) - per visit,,,$34.10
1085,consultations-and-visits/neurology-18,C182,Subsequent visits - first five weeks - per visit,,,$34.10
1086,consultations-and-visits/neurology-18,C187,Subsequent visits - sixth to thirteenth week inclusive (maximum 3 per patient per week) - per visit,,,$34.10
1087,consultations-and-visits/neurology-18,W113,Complex neuromuscular assessment - subject to the same conditions as A113,,,$93.95
1088,consultations-and-visits/neurology-18,W185,Consultation,,,$184.40
1089,consultations-and-visits/neurology-18,W682,Extended special neurology consultation - subject to the same conditions as A682 .,,,$401.30
1090,consultations-and-visits/neurology-18,W184,General reassessment of patient in nursing home (as per the Nursing Homes Act)*,,,$20.60
1091,consultations-and-visits/neurology-18,W385,Limited consultation,,,$87.70
1092,consultations-and-visits/neurology-18,W186,Repeat consultation,,,$87.70
1093,consultations-and-visits/neurology-18,W180,Special neurology consultation - subject to the same conditions as A180,,,$310.45
1094,consultations-and-visits/neurology-18,W181,Subsequent visits - Chronic care or convalescent hospital - additional subsequent visits (maximum of 6 per patient per month) - per visit,,,$34.10
1095,consultations-and-visits/neurology-18,W182,Subsequent visits - Chronic care or convalescent hospital - first 4 subsequent visits per patient per month - per visit,,,$34.10
1096,consultations-and-visits/neurology-18,W183,Subsequent visits - Nursing home or home for the aged - first 2 subsequent visits per patient per month - per visit,,,$34.10
1097,consultations-and-visits/neurology-18,W188,Subsequent visits - Nursing home or home for the aged - subsequent visits per month (maximum of 3 per patient per month) - per visit,,,$34.10
1098,consultations-and-visits/neurosurgery-04,G571,Professional component,,,
1099,consultations-and-visits/neurosurgery-04,G570,Technical component,,,$118.95
1100,consultations-and-visits/neurosurgery-04,G593,COVID-19 vaccine,,,$13.00
1101,consultations-and-visits/neurosurgery-04,A045,Consultation,,,$130.75
1102,consultations-and-visits/neurosurgery-04,A044,Partial assessment,,,$30.00
1103,consultations-and-visits/neurosurgery-04,A046,Repeat consultation,,,$58.25
1104,consultations-and-visits/neurosurgery-04,A043,Specific assessment,,,$58.25
1105,consultations-and-visits/neurosurgery-04,C048,Concurrent care - per visit,,,$31.00
1106,consultations-and-visits/neurosurgery-04,C045,Consultation,,,$130.75
1107,consultations-and-visits/neurosurgery-04,C046,Repeat consultation,,,$58.25
1108,consultations-and-visits/neurosurgery-04,C043,Specific assessment,,,$58.25
1109,consultations-and-visits/neurosurgery-04,C044,Specific re-assessment,,,$30.00
1110,consultations-and-visits/neurosurgery-04,C049,Subsequent visits - after thirteenth week (maximum 6 per patient per month) - per visit,,,$31.00
1111,consultations-and-visits/neurosurgery-04,C042,Subsequent visits - first five weeks - per visit,,,$31.00
1112,consultations-and-visits/neurosurgery-04,C047,Subsequent visits - sixth to thirteenth week inclusive (maximum 3 per patient per week) - per visit,,,$31.00
1113,consultations-and-visits/neurosurgery-04,W045,Consultation,,,$107.00
1114,consultations-and-visits/neurosurgery-04,W046,Repeat consultation,,,$51.45
1115,consultations-and-visits/nuclear-medicine-63,G571,Professional component,,,
1116,consultations-and-visits/nuclear-medicine-63,G570,Technical component,,,$118.95
1117,consultations-and-visits/nuclear-medicine-63,G593,COVID-19 vaccine,,,$13.00
1118,consultations-and-visits/nuclear-medicine-63,A835,Comprehensive nuclear medicine consultation for radionuclide therapy,,,$310.45
1119,consultations-and-visits/nuclear-medicine-63,A635,Consultation,,,$157.00
1120,consultations-and-visits/nuclear-medicine-63,A735,Diagnostic consultation,,,$67.40
1121,consultations-and-visits/nuclear-medicine-63,A631,Minor assessment,,,$17.75
1122,consultations-and-visits/nuclear-medicine-63,A632,Minor assessment,,,$17.75
1123,consultations-and-visits/nuclear-medicine-63,A638,Partial assessment,,,$40.00
1124,consultations-and-visits/nuclear-medicine-63,A636,Repeat consultation,,,$70.00
1125,consultations-and-visits/nuclear-medicine-63,A633,Specific assessment,,,$60.00
1126,consultations-and-visits/nuclear-medicine-63,C835,Comprehensive nuclear medicine consultation for radionuclide therapy- subject to the same conditions of A835,,,$310.45
1127,consultations-and-visits/nuclear-medicine-63,C635,Consultation for radionuclide therapy,,,$157.00
1128,consultations-and-visits/nuclear-medicine-63,C735,Diagnostic consultation - subject to the same conditions as A735,,,$67.40
1129,consultations-and-visits/nuclear-medicine-63,C636,Repeat consultation,,,$70.00
1130,consultations-and-visits/obstetrics-and-gynaecology-20,G571,Professional component,,,
1131,consultations-and-visits/obstetrics-and-gynaecology-20,G570,Technical component,,,$118.95
1132,consultations-and-visits/obstetrics-and-gynaecology-20,G593,COVID-19 vaccine,,,$13.00
1133,consultations-and-visits/obstetrics-and-gynaecology-20,A205,Consultation*,,,$111.70
1134,consultations-and-visits/obstetrics-and-gynaecology-20,A204,Partial assessment,,,$33.70
1135,consultations-and-visits/obstetrics-and-gynaecology-20,A206,Repeat consultation*,,,$59.45
1136,consultations-and-visits/obstetrics-and-gynaecology-20,A203,Specific assessment*,,,$52.15
1137,consultations-and-visits/obstetrics-and-gynaecology-20,C208,Concurrent care - per visit,,,$31.00
1138,consultations-and-visits/obstetrics-and-gynaecology-20,C205,Consultation*,,,$111.70
1139,consultations-and-visits/obstetrics-and-gynaecology-20,C206,Repeat consultation*,,,$59.45
1140,consultations-and-visits/obstetrics-and-gynaecology-20,C203,Specific assessment*,,,$52.15
1141,consultations-and-visits/obstetrics-and-gynaecology-20,C204,Specific re-assessment*,,,$36.85
1142,consultations-and-visits/obstetrics-and-gynaecology-20,C209,Subsequent visits - after thirteenth week (maximum 6 per patient per month) - per visit,,,$31.00
1143,consultations-and-visits/obstetrics-and-gynaecology-20,C202,Subsequent visits - first five weeks - per visit,,,$31.00
1144,consultations-and-visits/obstetrics-and-gynaecology-20,C207,Subsequent visits - sixth to thirteenth week inclusive (maximum 3 per patient per week) - per visit,,,$31.00
1145,consultations-and-visits/obstetrics-and-gynaecology-20,W305,Consultation*,,,$111.70
1146,consultations-and-visits/obstetrics-and-gynaecology-20,W306,Repeat consultation*,,,$59.45
1147,consultations-and-visits/ophthalmology-23,G571,Professional component,,,
1148,consultations-and-visits/ophthalmology-23,G570,Technical component,,,$118.95
1149,consultations-and-visits/ophthalmology-23,G593,COVID-19 vaccine,,,$13.00
1150,consultations-and-visits/ophthalmology-23,A235,Consultation,,,$82.40
